# Spatial statistics process output
# Kratos version               : 9.2."2"-5dfe714-Release-x86_64
# Timestamp                    : 2023-02-16 13:19:57.431125
# Method name(s)               : variance, max, distribution
# Variable info(s)             : CFL_NUMBER[magnitude, element_non_historical]
# Modelpart name               : FluidModelPart.fluid_computational_model_part
# Output control variable name : STEP
# ----------------------------------------------------------------------
# Headers:
#"TIME" "STEP" "mean" "variance" "max_value" "max_id"                    "group_below_min {mean|variance}"                            "group_1 {mean|variance}"                    "group_above_max {mean|variance}"
  1.88e+02   6280   0.31       0.05        3.40  1.45e+06  2.91e+06 [#] =  99.30 [%] <   1.00 {   0.31 |   0.05 }  20431 [#] =   0.70 [%] <   2.50 {   1.15 |   0.02 }      9 [#] =   0.00 [%]>=   2.50 {   2.92 |   0.12 }
  1.89e+02   6290   0.31       0.05        3.37  1.45e+06  2.91e+06 [#] =  99.30 [%] <   1.00 {   0.31 |   0.05 }  20404 [#] =   0.70 [%] <   2.50 {   1.15 |   0.02 }     10 [#] =   0.00 [%]>=   2.50 {   2.88 |   0.12 }
  1.89e+02   6300   0.31       0.05        3.33  1.45e+06  2.91e+06 [#] =  99.31 [%] <   1.00 {   0.31 |   0.05 }  20383 [#] =   0.69 [%] <   2.50 {   1.15 |   0.02 }      9 [#] =   0.00 [%]>=   2.50 {   2.86 |   0.08 }
  1.89e+02   6310   0.31       0.05        3.24  1.45e+06  2.91e+06 [#] =  99.30 [%] <   1.00 {   0.31 |   0.05 }  20391 [#] =   0.69 [%] <   2.50 {   1.15 |   0.03 }      9 [#] =   0.00 [%]>=   2.50 {   2.82 |   0.06 }
  1.90e+02   6320   0.31       0.05        3.15  1.45e+06  2.91e+06 [#] =  99.31 [%] <   1.00 {   0.31 |   0.05 }  20263 [#] =   0.69 [%] <   2.50 {   1.15 |   0.03 }     13 [#] =   0.00 [%]>=   2.50 {   2.78 |   0.04 }
  1.90e+02   6330   0.31       0.05        3.13  1.45e+06  2.91e+06 [#] =  99.31 [%] <   1.00 {   0.31 |   0.05 }  20170 [#] =   0.69 [%] <   2.50 {   1.15 |   0.03 }     13 [#] =   0.00 [%]>=   2.50 {   2.78 |   0.04 }
  1.90e+02   6340   0.31       0.05        3.18  1.45e+06  2.91e+06 [#] =  99.32 [%] <   1.00 {   0.31 |   0.05 }  19964 [#] =   0.68 [%] <   2.50 {   1.15 |   0.02 }      9 [#] =   0.00 [%]>=   2.50 {   2.85 |   0.05 }
  1.91e+02   6350   0.31       0.05        3.24  1.45e+06  2.91e+06 [#] =  99.32 [%] <   1.00 {   0.31 |   0.05 }  19878 [#] =   0.68 [%] <   2.50 {   1.15 |   0.02 }      9 [#] =   0.00 [%]>=   2.50 {   2.85 |   0.07 }
  1.91e+02   6360   0.31       0.05        3.31  1.45e+06  2.91e+06 [#] =  99.32 [%] <   1.00 {   0.31 |   0.05 }  19848 [#] =   0.68 [%] <   2.50 {   1.15 |   0.02 }      8 [#] =   0.00 [%]>=   2.50 {   2.91 |   0.10 }
  1.91e+02   6370   0.31       0.05        3.35  1.45e+06  2.91e+06 [#] =  99.32 [%] <   1.00 {   0.31 |   0.05 }  19963 [#] =   0.68 [%] <   2.50 {   1.15 |   0.02 }      8 [#] =   0.00 [%]>=   2.50 {   2.95 |   0.10 }
  1.91e+02   6380   0.31       0.05        3.32  1.45e+06  2.91e+06 [#] =  99.31 [%] <   1.00 {   0.31 |   0.05 }  20143 [#] =   0.69 [%] <   2.50 {   1.15 |   0.02 }      9 [#] =   0.00 [%]>=   2.50 {   2.89 |   0.09 }
  1.92e+02   6390   0.31       0.05        3.24  1.45e+06  2.91e+06 [#] =  99.31 [%] <   1.00 {   0.31 |   0.05 }  20270 [#] =   0.69 [%] <   2.50 {   1.15 |   0.03 }     10 [#] =   0.00 [%]>=   2.50 {   2.79 |   0.06 }
  1.92e+02   6400   0.31       0.05        3.22  1.45e+06  2.91e+06 [#] =  99.31 [%] <   1.00 {   0.31 |   0.05 }  20278 [#] =   0.69 [%] <   2.50 {   1.15 |   0.03 }     12 [#] =   0.00 [%]>=   2.50 {   2.76 |   0.04 }
  1.92e+02   6410   0.31       0.05        3.26  1.45e+06  2.91e+06 [#] =  99.32 [%] <   1.00 {   0.31 |   0.05 }  20090 [#] =   0.68 [%] <   2.50 {   1.15 |   0.03 }      9 [#] =   0.00 [%]>=   2.50 {   2.78 |   0.07 }
  1.93e+02   6420   0.31       0.05        3.30  1.45e+06  2.91e+06 [#] =  99.33 [%] <   1.00 {   0.31 |   0.05 }  19749 [#] =   0.67 [%] <   2.50 {   1.15 |   0.02 }      9 [#] =   0.00 [%]>=   2.50 {   2.80 |   0.08 }
  1.93e+02   6430   0.31       0.05        3.34  1.45e+06  2.92e+06 [#] =  99.33 [%] <   1.00 {   0.31 |   0.05 }  19626 [#] =   0.67 [%] <   2.50 {   1.15 |   0.02 }     10 [#] =   0.00 [%]>=   2.50 {   2.78 |   0.09 }
  1.93e+02   6440   0.31       0.05        3.37  1.45e+06  2.91e+06 [#] =  99.33 [%] <   1.00 {   0.31 |   0.05 }  19739 [#] =   0.67 [%] <   2.50 {   1.15 |   0.02 }     10 [#] =   0.00 [%]>=   2.50 {   2.81 |   0.09 }
  1.94e+02   6450   0.31       0.05        3.36  1.45e+06  2.91e+06 [#] =  99.32 [%] <   1.00 {   0.31 |   0.05 }  19998 [#] =   0.68 [%] <   2.50 {   1.15 |   0.02 }      9 [#] =   0.00 [%]>=   2.50 {   2.91 |   0.09 }
  1.94e+02   6460   0.31       0.05        3.49  1.45e+06  2.91e+06 [#] =  99.31 [%] <   1.00 {   0.31 |   0.05 }  20259 [#] =   0.69 [%] <   2.50 {   1.15 |   0.02 }     10 [#] =   0.00 [%]>=   2.50 {   2.92 |   0.12 }
  1.94e+02   6470   0.32       0.05        3.40  1.45e+06  2.91e+06 [#] =  99.30 [%] <   1.00 {   0.31 |   0.05 }  20484 [#] =   0.70 [%] <   2.50 {   1.15 |   0.02 }     13 [#] =   0.00 [%]>=   2.50 {   2.84 |   0.09 }
  1.94e+02   6480   0.32       0.05        3.32  1.45e+06  2.91e+06 [#] =  99.30 [%] <   1.00 {   0.31 |   0.05 }  20599 [#] =   0.70 [%] <   2.50 {   1.15 |   0.02 }      9 [#] =   0.00 [%]>=   2.50 {   2.81 |   0.07 }
  1.95e+02   6490   0.32       0.05        3.34  1.45e+06  2.91e+06 [#] =  99.30 [%] <   1.00 {   0.31 |   0.05 }  20550 [#] =   0.70 [%] <   2.50 {   1.15 |   0.02 }      8 [#] =   0.00 [%]>=   2.50 {   2.82 |   0.09 }
  1.95e+02   6500   0.32       0.05        3.38  1.45e+06  2.91e+06 [#] =  99.30 [%] <   1.00 {   0.31 |   0.05 }  20450 [#] =   0.70 [%] <   2.50 {   1.15 |   0.02 }      9 [#] =   0.00 [%]>=   2.50 {   2.86 |   0.10 }
  1.95e+02   6510   0.32       0.05        3.54  1.57e+06  2.91e+06 [#] =  99.31 [%] <   1.00 {   0.31 |   0.05 }  20309 [#] =   0.69 [%] <   2.50 {   1.15 |   0.02 }      9 [#] =   0.00 [%]>=   2.50 {   2.92 |   0.14 }
  1.96e+02   6520   0.32       0.05        3.42  1.45e+06  2.91e+06 [#] =  99.31 [%] <   1.00 {   0.31 |   0.05 }  20180 [#] =   0.69 [%] <   2.50 {   1.15 |   0.02 }      9 [#] =   0.00 [%]>=   2.50 {   2.90 |   0.12 }
  1.96e+02   6530   0.32       0.05        3.40  1.45e+06  2.91e+06 [#] =  99.32 [%] <   1.00 {   0.31 |   0.05 }  20087 [#] =   0.68 [%] <   2.50 {   1.15 |   0.02 }      9 [#] =   0.00 [%]>=   2.50 {   2.87 |   0.10 }
  1.96e+02   6540   0.32       0.05        3.37  1.45e+06  2.91e+06 [#] =  99.32 [%] <   1.00 {   0.31 |   0.05 }  20051 [#] =   0.68 [%] <   2.50 {   1.15 |   0.02 }     11 [#] =   0.00 [%]>=   2.50 {   2.82 |   0.08 }
  1.97e+02   6550   0.32       0.05        3.34  1.45e+06  2.91e+06 [#] =  99.32 [%] <   1.00 {   0.31 |   0.05 }  20003 [#] =   0.68 [%] <   2.50 {   1.15 |   0.02 }     14 [#] =   0.00 [%]>=   2.50 {   2.79 |   0.08 }
  1.97e+02   6560   0.32       0.05        3.46  1.45e+06  2.91e+06 [#] =  99.32 [%] <   1.00 {   0.31 |   0.05 }  20005 [#] =   0.68 [%] <   2.50 {   1.15 |   0.02 }      9 [#] =   0.00 [%]>=   2.50 {   2.96 |   0.11 }
  1.97e+02   6570   0.32       0.05        3.41  1.45e+06  2.91e+06 [#] =  99.32 [%] <   1.00 {   0.31 |   0.05 }  19914 [#] =   0.68 [%] <   2.50 {   1.15 |   0.02 }      9 [#] =   0.00 [%]>=   2.50 {   2.92 |   0.12 }
  1.97e+02   6580   0.32       0.05        3.39  1.45e+06  2.91e+06 [#] =  99.32 [%] <   1.00 {   0.31 |   0.05 }  19856 [#] =   0.68 [%] <   2.50 {   1.15 |   0.02 }      8 [#] =   0.00 [%]>=   2.50 {   2.87 |   0.10 }
  1.98e+02   6590   0.32       0.05        3.42  1.45e+06  2.91e+06 [#] =  99.32 [%] <   1.00 {   0.31 |   0.05 }  19857 [#] =   0.68 [%] <   2.50 {   1.15 |   0.02 }      8 [#] =   0.00 [%]>=   2.50 {   2.83 |   0.11 }
  1.98e+02   6600   0.32       0.05        3.41  1.45e+06  2.91e+06 [#] =  99.32 [%] <   1.00 {   0.31 |   0.05 }  19895 [#] =   0.68 [%] <   2.50 {   1.15 |   0.02 }      9 [#] =   0.00 [%]>=   2.50 {   2.80 |   0.11 }
  1.98e+02   6610   0.32       0.05        3.38  1.45e+06  2.91e+06 [#] =  99.32 [%] <   1.00 {   0.31 |   0.05 }  19834 [#] =   0.68 [%] <   2.50 {   1.15 |   0.02 }      9 [#] =   0.00 [%]>=   2.50 {   2.81 |   0.09 }
  1.99e+02   6620   0.32       0.05        3.34  1.45e+06  2.91e+06 [#] =  99.32 [%] <   1.00 {   0.31 |   0.05 }  19823 [#] =   0.68 [%] <   2.50 {   1.15 |   0.02 }     13 [#] =   0.00 [%]>=   2.50 {   2.74 |   0.07 }
  1.99e+02   6630   0.32       0.05        3.33  1.45e+06  2.91e+06 [#] =  99.33 [%] <   1.00 {   0.31 |   0.05 }  19671 [#] =   0.67 [%] <   2.50 {   1.15 |   0.02 }     13 [#] =   0.00 [%]>=   2.50 {   2.78 |   0.07 }
  1.99e+02   6640   0.32       0.05        3.34  1.45e+06  2.92e+06 [#] =  99.33 [%] <   1.00 {   0.31 |   0.05 }  19513 [#] =   0.66 [%] <   2.50 {   1.15 |   0.02 }      9 [#] =   0.00 [%]>=   2.50 {   2.89 |   0.09 }
  2.00e+02   6650   0.32       0.05        3.36  1.45e+06  2.92e+06 [#] =  99.34 [%] <   1.00 {   0.31 |   0.05 }  19352 [#] =   0.66 [%] <   2.50 {   1.15 |   0.02 }      5 [#] =   0.00 [%]>=   2.50 {   2.98 |   0.09 }
  2.00e+02   6660   0.32       0.05        3.37  1.45e+06  2.92e+06 [#] =  99.34 [%] <   1.00 {   0.31 |   0.05 }  19321 [#] =   0.66 [%] <   2.50 {   1.15 |   0.02 }      5 [#] =   0.00 [%]>=   2.50 {   2.91 |   0.13 }
  2.00e+02   6670   0.32       0.05        3.36  1.45e+06  2.92e+06 [#] =  99.34 [%] <   1.00 {   0.31 |   0.05 }  19338 [#] =   0.66 [%] <   2.50 {   1.15 |   0.02 }      4 [#] =   0.00 [%]>=   2.50 {   2.97 |   0.14 }
  2.00e+02   6680   0.32       0.05        3.34  1.45e+06  2.92e+06 [#] =  99.34 [%] <   1.00 {   0.31 |   0.05 }  19397 [#] =   0.66 [%] <   2.50 {   1.15 |   0.02 }      5 [#] =   0.00 [%]>=   2.50 {   2.88 |   0.13 }
  2.01e+02   6690   0.32       0.05        3.32  1.45e+06  2.92e+06 [#] =  99.33 [%] <   1.00 {   0.31 |   0.05 }  19591 [#] =   0.67 [%] <   2.50 {   1.15 |   0.02 }      7 [#] =   0.00 [%]>=   2.50 {   2.82 |   0.10 }
  2.01e+02   6700   0.32       0.05        3.32  1.45e+06  2.91e+06 [#] =  99.33 [%] <   1.00 {   0.31 |   0.05 }  19652 [#] =   0.67 [%] <   2.50 {   1.15 |   0.02 }     10 [#] =   0.00 [%]>=   2.50 {   2.78 |   0.08 }
  2.01e+02   6710   0.32       0.05        3.33  1.45e+06  2.92e+06 [#] =  99.33 [%] <   1.00 {   0.31 |   0.05 }  19507 [#] =   0.66 [%] <   2.50 {   1.15 |   0.02 }     10 [#] =   0.00 [%]>=   2.50 {   2.83 |   0.07 }
  2.02e+02   6720   0.32       0.05        3.34  1.45e+06  2.92e+06 [#] =  99.34 [%] <   1.00 {   0.31 |   0.05 }  19391 [#] =   0.66 [%] <   2.50 {   1.15 |   0.02 }      9 [#] =   0.00 [%]>=   2.50 {   2.86 |   0.09 }
  2.02e+02   6730   0.32       0.05        3.36  1.45e+06  2.92e+06 [#] =  99.34 [%] <   1.00 {   0.31 |   0.05 }  19427 [#] =   0.66 [%] <   2.50 {   1.15 |   0.02 }      6 [#] =   0.00 [%]>=   2.50 {   2.91 |   0.11 }
  2.02e+02   6740   0.32       0.05        3.36  1.45e+06  2.92e+06 [#] =  99.33 [%] <   1.00 {   0.31 |   0.05 }  19563 [#] =   0.67 [%] <   2.50 {   1.15 |   0.02 }      6 [#] =   0.00 [%]>=   2.50 {   2.85 |   0.12 }
  2.03e+02   6750   0.32       0.05        3.35  1.45e+06  2.91e+06 [#] =  99.33 [%] <   1.00 {   0.31 |   0.05 }  19779 [#] =   0.67 [%] <   2.50 {   1.15 |   0.02 }      6 [#] =   0.00 [%]>=   2.50 {   2.85 |   0.12 }
  2.03e+02   6760   0.32       0.05        3.34  1.45e+06  2.91e+06 [#] =  99.32 [%] <   1.00 {   0.31 |   0.05 }  19873 [#] =   0.68 [%] <   2.50 {   1.15 |   0.02 }     11 [#] =   0.00 [%]>=   2.50 {   2.78 |   0.07 }
  2.03e+02   6770   0.32       0.05        3.33  1.45e+06  2.91e+06 [#] =  99.31 [%] <   1.00 {   0.31 |   0.05 }  20099 [#] =   0.68 [%] <   2.50 {   1.15 |   0.02 }     10 [#] =   0.00 [%]>=   2.50 {   2.80 |   0.08 }
  2.03e+02   6780   0.32       0.05        3.33  1.45e+06  2.91e+06 [#] =  99.31 [%] <   1.00 {   0.31 |   0.05 }  20243 [#] =   0.69 [%] <   2.50 {   1.15 |   0.02 }      8 [#] =   0.00 [%]>=   2.50 {   2.87 |   0.07 }
  2.04e+02   6790   0.32       0.05        3.35  1.45e+06  2.91e+06 [#] =  99.30 [%] <   1.00 {   0.31 |   0.05 }  20432 [#] =   0.70 [%] <   2.50 {   1.15 |   0.02 }      9 [#] =   0.00 [%]>=   2.50 {   2.87 |   0.07 }
  2.04e+02   6800   0.32       0.05        3.37  1.45e+06  2.91e+06 [#] =  99.30 [%] <   1.00 {   0.31 |   0.05 }  20428 [#] =   0.70 [%] <   2.50 {   1.15 |   0.02 }     10 [#] =   0.00 [%]>=   2.50 {   2.85 |   0.09 }
  2.04e+02   6810   0.32       0.05        3.40  1.45e+06  2.91e+06 [#] =  99.31 [%] <   1.00 {   0.31 |   0.05 }  20378 [#] =   0.69 [%] <   2.50 {   1.15 |   0.02 }      8 [#] =   0.00 [%]>=   2.50 {   2.87 |   0.11 }
  2.05e+02   6820   0.32       0.05        3.42  1.45e+06  2.91e+06 [#] =  99.31 [%] <   1.00 {   0.31 |   0.05 }  20343 [#] =   0.69 [%] <   2.50 {   1.15 |   0.02 }      7 [#] =   0.00 [%]>=   2.50 {   2.87 |   0.13 }
  2.05e+02   6830   0.32       0.05        3.42  1.45e+06  2.91e+06 [#] =  99.30 [%] <   1.00 {   0.31 |   0.05 }  20415 [#] =   0.70 [%] <   2.50 {   1.15 |   0.02 }      8 [#] =   0.00 [%]>=   2.50 {   2.80 |   0.12 }
  2.05e+02   6840   0.32       0.05        3.40  1.45e+06  2.91e+06 [#] =  99.31 [%] <   1.00 {   0.32 |   0.05 }  20379 [#] =   0.69 [%] <   2.50 {   1.15 |   0.02 }      8 [#] =   0.00 [%]>=   2.50 {   2.80 |   0.12 }
  2.06e+02   6850   0.32       0.05        3.38  1.45e+06  2.91e+06 [#] =  99.31 [%] <   1.00 {   0.32 |   0.05 }  20330 [#] =   0.69 [%] <   2.50 {   1.15 |   0.02 }      8 [#] =   0.00 [%]>=   2.50 {   2.84 |   0.09 }
  2.06e+02   6860   0.32       0.05        3.36  1.45e+06  2.91e+06 [#] =  99.31 [%] <   1.00 {   0.32 |   0.05 }  20365 [#] =   0.69 [%] <   2.50 {   1.15 |   0.02 }      9 [#] =   0.00 [%]>=   2.50 {   2.86 |   0.08 }
  2.06e+02   6870   0.32       0.05        3.36  1.45e+06  2.91e+06 [#] =  99.30 [%] <   1.00 {   0.32 |   0.05 }  20476 [#] =   0.70 [%] <   2.50 {   1.15 |   0.02 }      9 [#] =   0.00 [%]>=   2.50 {   2.89 |   0.08 }
  2.06e+02   6880   0.32       0.05        3.36  1.45e+06  2.91e+06 [#] =  99.30 [%] <   1.00 {   0.32 |   0.05 }  20547 [#] =   0.70 [%] <   2.50 {   1.15 |   0.02 }     10 [#] =   0.00 [%]>=   2.50 {   2.86 |   0.08 }
  2.07e+02   6890   0.32       0.05        3.38  1.45e+06  2.91e+06 [#] =  99.29 [%] <   1.00 {   0.32 |   0.05 }  20781 [#] =   0.71 [%] <   2.50 {   1.15 |   0.02 }     11 [#] =   0.00 [%]>=   2.50 {   2.80 |   0.08 }
  2.07e+02   6900   0.32       0.05        3.38  1.45e+06  2.91e+06 [#] =  99.29 [%] <   1.00 {   0.32 |   0.05 }  20958 [#] =   0.71 [%] <   2.50 {   1.15 |   0.03 }      7 [#] =   0.00 [%]>=   2.50 {   2.88 |   0.10 }
  2.07e+02   6910   0.32       0.05        3.38  1.45e+06  2.91e+06 [#] =  99.29 [%] <   1.00 {   0.32 |   0.05 }  20919 [#] =   0.71 [%] <   2.50 {   1.15 |   0.02 }      6 [#] =   0.00 [%]>=   2.50 {   2.94 |   0.09 }
  2.08e+02   6920   0.32       0.05        3.37  1.45e+06  2.91e+06 [#] =  99.29 [%] <   1.00 {   0.32 |   0.05 }  20843 [#] =   0.71 [%] <   2.50 {   1.15 |   0.02 }      7 [#] =   0.00 [%]>=   2.50 {   2.98 |   0.08 }
  2.08e+02   6930   0.32       0.05        3.35  1.45e+06  2.91e+06 [#] =  99.29 [%] <   1.00 {   0.32 |   0.05 }  20847 [#] =   0.71 [%] <   2.50 {   1.15 |   0.02 }      7 [#] =   0.00 [%]>=   2.50 {   2.93 |   0.07 }
  2.08e+02   6940   0.32       0.05        3.33  1.45e+06  2.91e+06 [#] =  99.29 [%] <   1.00 {   0.32 |   0.05 }  20846 [#] =   0.71 [%] <   2.50 {   1.15 |   0.03 }      7 [#] =   0.00 [%]>=   2.50 {   2.90 |   0.09 }
  2.09e+02   6950   0.32       0.05        3.32  1.45e+06  2.91e+06 [#] =  99.29 [%] <   1.00 {   0.32 |   0.05 }  20900 [#] =   0.71 [%] <   2.50 {   1.15 |   0.03 }      7 [#] =   0.00 [%]>=   2.50 {   2.92 |   0.09 }
  2.09e+02   6960   0.32       0.05        3.32  1.45e+06  2.91e+06 [#] =  99.29 [%] <   1.00 {   0.32 |   0.05 }  20850 [#] =   0.71 [%] <   2.50 {   1.15 |   0.03 }      9 [#] =   0.00 [%]>=   2.50 {   2.83 |   0.10 }
  2.09e+02   6970   0.32       0.05        3.33  1.45e+06  2.91e+06 [#] =  99.29 [%] <   1.00 {   0.32 |   0.05 }  20809 [#] =   0.71 [%] <   2.50 {   1.15 |   0.03 }      9 [#] =   0.00 [%]>=   2.50 {   2.82 |   0.10 }
  2.09e+02   6980   0.32       0.05        3.34  1.45e+06  2.91e+06 [#] =  99.29 [%] <   1.00 {   0.32 |   0.05 }  20785 [#] =   0.71 [%] <   2.50 {   1.15 |   0.02 }      7 [#] =   0.00 [%]>=   2.50 {   2.89 |   0.10 }
  2.10e+02   6990   0.32       0.05        3.34  1.45e+06  2.91e+06 [#] =  99.29 [%] <   1.00 {   0.32 |   0.05 }  20869 [#] =   0.71 [%] <   2.50 {   1.15 |   0.02 }      7 [#] =   0.00 [%]>=   2.50 {   2.89 |   0.08 }
  2.10e+02   7000   0.32       0.05        3.33  1.45e+06  2.91e+06 [#] =  99.28 [%] <   1.00 {   0.32 |   0.05 }  21003 [#] =   0.72 [%] <   2.50 {   1.15 |   0.02 }      8 [#] =   0.00 [%]>=   2.50 {   2.89 |   0.08 }
  2.10e+02   7010   0.32       0.05        3.32  1.45e+06  2.91e+06 [#] =  99.28 [%] <   1.00 {   0.32 |   0.05 }  21252 [#] =   0.72 [%] <   2.50 {   1.15 |   0.02 }      9 [#] =   0.00 [%]>=   2.50 {   2.83 |   0.08 }
  2.11e+02   7020   0.32       0.05        3.31  1.45e+06  2.91e+06 [#] =  99.27 [%] <   1.00 {   0.32 |   0.05 }  21469 [#] =   0.73 [%] <   2.50 {   1.15 |   0.02 }      8 [#] =   0.00 [%]>=   2.50 {   2.85 |   0.07 }
  2.11e+02   7030   0.32       0.05        3.30  1.45e+06  2.91e+06 [#] =  99.27 [%] <   1.00 {   0.32 |   0.05 }  21480 [#] =   0.73 [%] <   2.50 {   1.15 |   0.03 }      8 [#] =   0.00 [%]>=   2.50 {   2.86 |   0.08 }
  2.11e+02   7040   0.32       0.05        3.29  1.45e+06  2.91e+06 [#] =  99.28 [%] <   1.00 {   0.32 |   0.05 }  21236 [#] =   0.72 [%] <   2.50 {   1.15 |   0.03 }     11 [#] =   0.00 [%]>=   2.50 {   2.79 |   0.08 }
  2.12e+02   7050   0.32       0.05        3.28  1.45e+06  2.91e+06 [#] =  99.28 [%] <   1.00 {   0.32 |   0.05 }  21014 [#] =   0.72 [%] <   2.50 {   1.15 |   0.03 }     10 [#] =   0.00 [%]>=   2.50 {   2.82 |   0.08 }
  2.12e+02   7060   0.32       0.05        3.27  1.45e+06  2.91e+06 [#] =  99.29 [%] <   1.00 {   0.32 |   0.05 }  20910 [#] =   0.71 [%] <   2.50 {   1.15 |   0.03 }      8 [#] =   0.00 [%]>=   2.50 {   2.86 |   0.07 }
  2.12e+02   7070   0.32       0.05        3.26  1.45e+06  2.91e+06 [#] =  99.29 [%] <   1.00 {   0.32 |   0.05 }  20912 [#] =   0.71 [%] <   2.50 {   1.15 |   0.02 }      9 [#] =   0.00 [%]>=   2.50 {   2.79 |   0.07 }
  2.12e+02   7080   0.32       0.05        3.27  1.45e+06  2.91e+06 [#] =  99.28 [%] <   1.00 {   0.32 |   0.05 }  21009 [#] =   0.72 [%] <   2.50 {   1.15 |   0.02 }      8 [#] =   0.00 [%]>=   2.50 {   2.86 |   0.07 }
  2.13e+02   7090   0.32       0.05        3.29  1.45e+06  2.91e+06 [#] =  99.28 [%] <   1.00 {   0.32 |   0.05 }  21161 [#] =   0.72 [%] <   2.50 {   1.15 |   0.02 }      8 [#] =   0.00 [%]>=   2.50 {   2.90 |   0.08 }
  2.13e+02   7100   0.32       0.05        3.30  1.45e+06  2.91e+06 [#] =  99.28 [%] <   1.00 {   0.32 |   0.05 }  21213 [#] =   0.72 [%] <   2.50 {   1.15 |   0.02 }      8 [#] =   0.00 [%]>=   2.50 {   2.84 |   0.08 }
  2.13e+02   7110   0.32       0.05        3.30  1.45e+06  2.91e+06 [#] =  99.28 [%] <   1.00 {   0.32 |   0.05 }  21230 [#] =   0.72 [%] <   2.50 {   1.15 |   0.02 }      8 [#] =   0.00 [%]>=   2.50 {   2.86 |   0.08 }
  2.14e+02   7120   0.32       0.05        3.28  1.45e+06  2.91e+06 [#] =  99.28 [%] <   1.00 {   0.32 |   0.05 }  21073 [#] =   0.72 [%] <   2.50 {   1.15 |   0.03 }     10 [#] =   0.00 [%]>=   2.50 {   2.81 |   0.08 }
  2.14e+02   7130   0.32       0.05        3.27  1.45e+06  2.91e+06 [#] =  99.29 [%] <   1.00 {   0.32 |   0.05 }  20808 [#] =   0.71 [%] <   2.50 {   1.15 |   0.03 }     12 [#] =   0.00 [%]>=   2.50 {   2.76 |   0.08 }
  2.14e+02   7140   0.32       0.05        3.27  1.45e+06  2.91e+06 [#] =  99.29 [%] <   1.00 {   0.32 |   0.05 }  20711 [#] =   0.71 [%] <   2.50 {   1.15 |   0.03 }      9 [#] =   0.00 [%]>=   2.50 {   2.78 |   0.08 }
  2.15e+02   7150   0.32       0.05        3.28  1.45e+06  2.91e+06 [#] =  99.29 [%] <   1.00 {   0.32 |   0.05 }  20746 [#] =   0.71 [%] <   2.50 {   1.15 |   0.02 }      8 [#] =   0.00 [%]>=   2.50 {   2.79 |   0.08 }
  2.15e+02   7160   0.32       0.05        3.30  1.45e+06  2.91e+06 [#] =  99.29 [%] <   1.00 {   0.32 |   0.05 }  20840 [#] =   0.71 [%] <   2.50 {   1.15 |   0.02 }      9 [#] =   0.00 [%]>=   2.50 {   2.85 |   0.08 }
  2.15e+02   7170   0.32       0.05        3.45  1.45e+06  2.91e+06 [#] =  99.28 [%] <   1.00 {   0.32 |   0.05 }  21007 [#] =   0.72 [%] <   2.50 {   1.15 |   0.02 }      9 [#] =   0.00 [%]>=   2.50 {   2.94 |   0.11 }
  2.15e+02   7180   0.32       0.05        3.32  1.45e+06  2.91e+06 [#] =  99.29 [%] <   1.00 {   0.32 |   0.05 }  20927 [#] =   0.71 [%] <   2.50 {   1.15 |   0.02 }     10 [#] =   0.00 [%]>=   2.50 {   2.88 |   0.09 }
  2.16e+02   7190   0.32       0.05        3.29  1.45e+06  2.91e+06 [#] =  99.29 [%] <   1.00 {   0.32 |   0.05 }  20856 [#] =   0.71 [%] <   2.50 {   1.15 |   0.02 }     10 [#] =   0.00 [%]>=   2.50 {   2.84 |   0.07 }
  2.16e+02   7200   0.32       0.05        3.26  1.45e+06  2.91e+06 [#] =  99.30 [%] <   1.00 {   0.32 |   0.05 }  20658 [#] =   0.70 [%] <   2.50 {   1.15 |   0.02 }     10 [#] =   0.00 [%]>=   2.50 {   2.85 |   0.06 }
  2.16e+02   7210   0.32       0.05        3.22  1.45e+06  2.91e+06 [#] =  99.30 [%] <   1.00 {   0.32 |   0.05 }  20609 [#] =   0.70 [%] <   2.50 {   1.15 |   0.02 }     11 [#] =   0.00 [%]>=   2.50 {   2.81 |   0.06 }
  2.17e+02   7220   0.32       0.05        3.21  1.45e+06  2.91e+06 [#] =  99.29 [%] <   1.00 {   0.32 |   0.05 }  20774 [#] =   0.71 [%] <   2.50 {   1.15 |   0.02 }      9 [#] =   0.00 [%]>=   2.50 {   2.83 |   0.06 }
  2.17e+02   7230   0.32       0.05        3.23  1.45e+06  2.91e+06 [#] =  99.29 [%] <   1.00 {   0.32 |   0.05 }  20870 [#] =   0.71 [%] <   2.50 {   1.15 |   0.02 }      8 [#] =   0.00 [%]>=   2.50 {   2.86 |   0.08 }
  2.17e+02   7240   0.32       0.05        3.30  1.45e+06  2.91e+06 [#] =  99.29 [%] <   1.00 {   0.32 |   0.05 }  20848 [#] =   0.71 [%] <   2.50 {   1.15 |   0.02 }      8 [#] =   0.00 [%]>=   2.50 {   2.90 |   0.10 }
  2.18e+02   7250   0.32       0.05        3.33  1.45e+06  2.91e+06 [#] =  99.29 [%] <   1.00 {   0.32 |   0.05 }  20803 [#] =   0.71 [%] <   2.50 {   1.15 |   0.02 }      7 [#] =   0.00 [%]>=   2.50 {   2.85 |   0.09 }
